KO	pathway	pathway_description
K14085	map00260	Glycine, serine and threonine metabolism
K14272	map00260	Glycine, serine and threonine metabolism
K15633	map00260	Glycine, serine and threonine metabolism
K15634	map00260	Glycine, serine and threonine metabolism
K15635	map00260	Glycine, serine and threonine metabolism
K15783	map00260	Glycine, serine and threonine metabolism
K15784	map00260	Glycine, serine and threonine metabolism
K15785	map00260	Glycine, serine and threonine metabolism
K15786	map00260	Glycine, serine and threonine metabolism
K15789	map00260	Glycine, serine and threonine metabolism
K15893	map00260	Glycine, serine and threonine metabolism
K15918	map00260	Glycine, serine and threonine metabolism
K15919	map00260	Glycine, serine and threonine metabolism
K16066	map00260	Glycine, serine and threonine metabolism
K17103	map00260	Glycine, serine and threonine metabolism
K17217	map00260	Glycine, serine and threonine metabolism
K17755	map00260	Glycine, serine and threonine metabolism
K17989	map00260	Glycine, serine and threonine metabolism
K18896	map00260	Glycine, serine and threonine metabolism
K18897	map00260	Glycine, serine and threonine metabolism
K20498	map00260	Glycine, serine and threonine metabolism
K20801	map00260	Glycine, serine and threonine metabolism
K21832	map00260	Glycine, serine and threonine metabolism
K21833	map00260	Glycine, serine and threonine metabolism
K21834	map00260	Glycine, serine and threonine metabolism
K22305	map00260	Glycine, serine and threonine metabolism
K22982	map00260	Glycine, serine and threonine metabolism
K24071	map00260	Glycine, serine and threonine metabolism
K25220	map00260	Glycine, serine and threonine metabolism
K25316	map00260	Glycine, serine and threonine metabolism
K25317	map00260	Glycine, serine and threonine metabolism
K25528	map00260	Glycine, serine and threonine metabolism
K25960	map00260	Glycine, serine and threonine metabolism
K25961	map00260	Glycine, serine and threonine metabolism
K00133	map00261	Monobactam biosynthesis
K00215	map00261	Monobactam biosynthesis
K00928	map00261	Monobactam biosynthesis
K00955	map00261	Monobactam biosynthesis
K00956	map00261	Monobactam biosynthesis
K00957	map00261	Monobactam biosynthesis
K00958	map00261	Monobactam biosynthesis
K01714	map00261	Monobactam biosynthesis
K05375	map00261	Monobactam biosynthesis
K12524	map00261	Monobactam biosynthesis
K12525	map00261	Monobactam biosynthesis
K12526	map00261	Monobactam biosynthesis
K13811	map00261	Monobactam biosynthesis
K16421	map00261	Monobactam biosynthesis
K16422	map00261	Monobactam biosynthesis
K16423	map00261	Monobactam biosynthesis
K19102	map00261	Monobactam biosynthesis
K19103	map00261	Monobactam biosynthesis
K19104	map00261	Monobactam biosynthesis
K19105	map00261	Monobactam biosynthesis
K19106	map00261	Monobactam biosynthesis
K19107	map00261	Monobactam biosynthesis
K19108	map00261	Monobactam biosynthesis
K19109	map00261	Monobactam biosynthesis
K19110	map00261	Monobactam biosynthesis
K19111	map00261	Monobactam biosynthesis
K19112	map00261	Monobactam biosynthesis
K19113	map00261	Monobactam biosynthesis
K00003	map00270	Cysteine and methionine metabolism
K00016	map00270	Cysteine and methionine metabolism
K00024	map00270	Cysteine and methionine metabolism
K00025	map00270	Cysteine and methionine metabolism
K00026	map00270	Cysteine and methionine metabolism
K00058	map00270	Cysteine and methionine metabolism
K00133	map00270	Cysteine and methionine metabolism
K00456	map00270	Cysteine and methionine metabolism
K00544	map00270	Cysteine and methionine metabolism
K00547	map00270	Cysteine and methionine metabolism
K00548	map00270	Cysteine and methionine metabolism
K00549	map00270	Cysteine and methionine metabolism
K00552	map00270	Cysteine and methionine metabolism
K00558	map00270	Cysteine and methionine metabolism
K00640	map00270	Cysteine and methionine metabolism
K00641	map00270	Cysteine and methionine metabolism
K00651	map00270	Cysteine and methionine metabolism
K00772	map00270	Cysteine and methionine metabolism
K00789	map00270	Cysteine and methionine metabolism
K00797	map00270	Cysteine and methionine metabolism
K00802	map00270	Cysteine and methionine metabolism
K00811	map00270	Cysteine and methionine metabolism
K00812	map00270	Cysteine and methionine metabolism
K00813	map00270	Cysteine and methionine metabolism
K00815	map00270	Cysteine and methionine metabolism
K00816	map00270	Cysteine and methionine metabolism
K00826	map00270	Cysteine and methionine metabolism
K00827	map00270	Cysteine and methionine metabolism
K00831	map00270	Cysteine and methionine metabolism
K00832	map00270	Cysteine and methionine metabolism
K00837	map00270	Cysteine and methionine metabolism
K00838	map00270	Cysteine and methionine metabolism
K00899	map00270	Cysteine and methionine metabolism
K00928	map00270	Cysteine and methionine metabolism
K01011	map00270	Cysteine and methionine metabolism
K01243	map00270	Cysteine and methionine metabolism
K01244	map00270	Cysteine and methionine metabolism
K01251	map00270	Cysteine and methionine metabolism
K01505	map00270	Cysteine and methionine metabolism
K01566	map00270	Cysteine and methionine metabolism
K01611	map00270	Cysteine and methionine metabolism
K01697	map00270	Cysteine and methionine metabolism
K01738	map00270	Cysteine and methionine metabolism
K01739	map00270	Cysteine and methionine metabolism
K01740	map00270	Cysteine and methionine metabolism
K01752	map00270	Cysteine and methionine metabolism
K01758	map00270	Cysteine and methionine metabolism
K01760	map00270	Cysteine and methionine metabolism
K01761	map00270	Cysteine and methionine metabolism
K01762	map00270	Cysteine and methionine metabolism
K01767	map00270	Cysteine and methionine metabolism
K01919	map00270	Cysteine and methionine metabolism
K01920	map00270	Cysteine and methionine metabolism
K03334	map00270	Cysteine and methionine metabolism
K05396	map00270	Cysteine and methionine metabolism
K05810	map00270	Cysteine and methionine metabolism
K05933	map00270	Cysteine and methionine metabolism
K05953	map00270	Cysteine and methionine metabolism
K07173	map00270	Cysteine and methionine metabolism
K08963	map00270	Cysteine and methionine metabolism
K08964	map00270	Cysteine and methionine metabolism
K08965	map00270	Cysteine and methionine metabolism
K08966	map00270	Cysteine and methionine metabolism
K08967	map00270	Cysteine and methionine metabolism
K08968	map00270	Cysteine and methionine metabolism
K08969	map00270	Cysteine and methionine metabolism
K09758	map00270	Cysteine and methionine metabolism
K09880	map00270	Cysteine and methionine metabolism
K10150	map00270	Cysteine and methionine metabolism
K10764	map00270	Cysteine and methionine metabolism
K11204	map00270	Cysteine and methionine metabolism
K11205	map00270	Cysteine and methionine metabolism
K11358	map00270	Cysteine and methionine metabolism
K12339	map00270	Cysteine and methionine metabolism
K12524	map00270	Cysteine and methionine metabolism
K12525	map00270	Cysteine and methionine metabolism
K12526	map00270	Cysteine and methionine metabolism
K12960	map00270	Cysteine and methionine metabolism
K13034	map00270	Cysteine and methionine metabolism
K13060	map00270	Cysteine and methionine metabolism
K13061	map00270	Cysteine and methionine metabolism
K13062	map00270	Cysteine and methionine metabolism
K14155	map00270	Cysteine and methionine metabolism
K14454	map00270	Cysteine and methionine metabolism
K14455	map00270	Cysteine and methionine metabolism
K16054	map00270	Cysteine and methionine metabolism
K16843	map00270	Cysteine and methionine metabolism
K16844	map00270	Cysteine and methionine metabolism
K16845	map00270	Cysteine and methionine metabolism
K16846	map00270	Cysteine and methionine metabolism
K17069	map00270	Cysteine and methionine metabolism
K17216	map00270	Cysteine and methionine metabolism
K17217	map00270	Cysteine and methionine metabolism
K17398	map00270	Cysteine and methionine metabolism
K17399	map00270	Cysteine and methionine metabolism
K17462	map00270	Cysteine and methionine metabolism
K17950	map00270	Cysteine and methionine metabolism
K17989	map00270	Cysteine and methionine metabolism
K18284	map00270	Cysteine and methionine metabolism
K19696	map00270	Cysteine and methionine metabolism
K20021	map00270	Cysteine and methionine metabolism
K20248	map00270	Cysteine and methionine metabolism
K20249	map00270	Cysteine and methionine metabolism
K20250	map00270	Cysteine and methionine metabolism
K20772	map00270	Cysteine and methionine metabolism
K21456	map00270	Cysteine and methionine metabolism
K21623	map00270	Cysteine and methionine metabolism
K22207	map00270	Cysteine and methionine metabolism
K22846	map00270	Cysteine and methionine metabolism
K22847	map00270	Cysteine and methionine metabolism
K22954	map00270	Cysteine and methionine metabolism
K22955	map00270	Cysteine and methionine metabolism
K22956	map00270	Cysteine and methionine metabolism
K22957	map00270	Cysteine and methionine metabolism
K22968	map00270	Cysteine and methionine metabolism
K23304	map00270	Cysteine and methionine metabolism
K23370	map00270	Cysteine and methionine metabolism
K23975	map00270	Cysteine and methionine metabolism
K23976	map00270	Cysteine and methionine metabolism
K23977	map00270	Cysteine and methionine metabolism
K24034	map00270	Cysteine and methionine metabolism
K24042	map00270	Cysteine and methionine metabolism
K25035	map00270	Cysteine and methionine metabolism
K25316	map00270	Cysteine and methionine metabolism
K25317	map00270	Cysteine and methionine metabolism
K00020	map00280	Valine, leucine and isoleucine degradation
K00022	map00280	Valine, leucine and isoleucine degradation
K00128	map00280	Valine, leucine and isoleucine degradation
K00140	map00280	Valine, leucine and isoleucine degradation
K00149	map00280	Valine, leucine and isoleucine degradation
K00157	map00280	Valine, leucine and isoleucine degradation
K00166	map00280	Valine, leucine and isoleucine degradation
K00167	map00280	Valine, leucine and isoleucine degradation
K00186	map00280	Valine, leucine and isoleucine degradation
K00187	map00280	Valine, leucine and isoleucine degradation
K00188	map00280	Valine, leucine and isoleucine degradation
K00189	map00280	Valine, leucine and isoleucine degradation
K00248	map00280	Valine, leucine and isoleucine degradation
K00249	map00280	Valine, leucine and isoleucine degradation
K00253	map00280	Valine, leucine and isoleucine degradation
K00263	map00280	Valine, leucine and isoleucine degradation
K00271	map00280	Valine, leucine and isoleucine degradation
K00382	map00280	Valine, leucine and isoleucine degradation
K00626	map00280	Valine, leucine and isoleucine degradation
K00632	map00280	Valine, leucine and isoleucine degradation
K00822	map00280	Valine, leucine and isoleucine degradation
K00826	map00280	Valine, leucine and isoleucine degradation
K00827	map00280	Valine, leucine and isoleucine degradation
K01027	map00280	Valine, leucine and isoleucine degradation
K01028	map00280	Valine, leucine and isoleucine degradation
K01029	map00280	Valine, leucine and isoleucine degradation
K01640	map00280	Valine, leucine and isoleucine degradation
K01641	map00280	Valine, leucine and isoleucine degradation
K01692	map00280	Valine, leucine and isoleucine degradation
K01782	map00280	Valine, leucine and isoleucine degradation
K01825	map00280	Valine, leucine and isoleucine degradation
K01847	map00280	Valine, leucine and isoleucine degradation
K01848	map00280	Valine, leucine and isoleucine degradation
K01849	map00280	Valine, leucine and isoleucine degradation
K01907	map00280	Valine, leucine and isoleucine degradation
K01964	map00280	Valine, leucine and isoleucine degradation
K01965	map00280	Valine, leucine and isoleucine degradation
K01966	map00280	Valine, leucine and isoleucine degradation
K01968	map00280	Valine, leucine and isoleucine degradation
K01969	map00280	Valine, leucine and isoleucine degradation
K03334	map00280	Valine, leucine and isoleucine degradation
K05605	map00280	Valine, leucine and isoleucine degradation
K05606	map00280	Valine, leucine and isoleucine degradation
K05607	map00280	Valine, leucine and isoleucine degradation
K07250	map00280	Valine, leucine and isoleucine degradation
K07508	map00280	Valine, leucine and isoleucine degradation
K07509	map00280	Valine, leucine and isoleucine degradation
K07511	map00280	Valine, leucine and isoleucine degradation
K07513	map00280	Valine, leucine and isoleucine degradation
K07514	map00280	Valine, leucine and isoleucine degradation
K07515	map00280	Valine, leucine and isoleucine degradation
K08683	map00280	Valine, leucine and isoleucine degradation
K09478	map00280	Valine, leucine and isoleucine degradation
K09699	map00280	Valine, leucine and isoleucine degradation
K11263	map00280	Valine, leucine and isoleucine degradation
K11381	map00280	Valine, leucine and isoleucine degradation
K11410	map00280	Valine, leucine and isoleucine degradation
K11538	map00280	Valine, leucine and isoleucine degradation
K13524	map00280	Valine, leucine and isoleucine degradation
K13766	map00280	Valine, leucine and isoleucine degradation
K14085	map00280	Valine, leucine and isoleucine degradation
K15036	map00280	Valine, leucine and isoleucine degradation
K15037	map00280	Valine, leucine and isoleucine degradation
K18472	map00280	Valine, leucine and isoleucine degradation
K18660	map00280	Valine, leucine and isoleucine degradation
K18661	map00280	Valine, leucine and isoleucine degradation
K19312	map00280	Valine, leucine and isoleucine degradation
K22568	map00280	Valine, leucine and isoleucine degradation
K23146	map00280	Valine, leucine and isoleucine degradation
K00052	map00290	Valine, leucine and isoleucine biosynthesis
K00053	map00290	Valine, leucine and isoleucine biosynthesis
K00263	map00290	Valine, leucine and isoleucine biosynthesis
K00826	map00290	Valine, leucine and isoleucine biosynthesis
K00835	map00290	Valine, leucine and isoleucine biosynthesis
K01649	map00290	Valine, leucine and isoleucine biosynthesis
K01652	map00290	Valine, leucine and isoleucine biosynthesis
K01653	map00290	Valine, leucine and isoleucine biosynthesis
K01687	map00290	Valine, leucine and isoleucine biosynthesis
K01702	map00290	Valine, leucine and isoleucine biosynthesis
K01703	map00290	Valine, leucine and isoleucine biosynthesis
K01704	map00290	Valine, leucine and isoleucine biosynthesis
K01754	map00290	Valine, leucine and isoleucine biosynthesis
K09011	map00290	Valine, leucine and isoleucine biosynthesis
K11258	map00290	Valine, leucine and isoleucine biosynthesis
K14260	map00290	Valine, leucine and isoleucine biosynthesis
K17989	map00290	Valine, leucine and isoleucine biosynthesis
K21359	map00290	Valine, leucine and isoleucine biosynthesis
K21360	map00290	Valine, leucine and isoleucine biosynthesis
K00003	map00300	Lysine biosynthesis
K00133	map00300	Lysine biosynthesis
K00143	map00300	Lysine biosynthesis
K00215	map00300	Lysine biosynthesis
K00290	map00300	Lysine biosynthesis
K00293	map00300	Lysine biosynthesis
K00674	map00300	Lysine biosynthesis
K00821	map00300	Lysine biosynthesis
K00825	map00300	Lysine biosynthesis
K00838	map00300	Lysine biosynthesis
K00841	map00300	Lysine biosynthesis
K00928	map00300	Lysine biosynthesis
K01439	map00300	Lysine biosynthesis
K01586	map00300	Lysine biosynthesis
K01655	map00300	Lysine biosynthesis
K01705	map00300	Lysine biosynthesis
K01714	map00300	Lysine biosynthesis
K01778	map00300	Lysine biosynthesis
K01798	map00300	Lysine biosynthesis
K01928	map00300	Lysine biosynthesis
K01929	map00300	Lysine biosynthesis
K03340	map00300	Lysine biosynthesis
K05822	map00300	Lysine biosynthesis
K05823	map00300	Lysine biosynthesis
K05824	map00300	Lysine biosynthesis
K05825	map00300	Lysine biosynthesis
K05827	map00300	Lysine biosynthesis
K05828	map00300	Lysine biosynthesis
K05829	map00300	Lysine biosynthesis
